problem_id,title,python_first_failed,python_first_failure_count,python_all_approaches_failed,python_all_approaches_failure_count,javascript_first_failed,javascript_first_failure_count,failed_any_suite,failed_all_suites,total_failure_records,top_reason_1,top_reason_2,top_reason_3
c796c649-19b9-441f-b566-5d6ba016a892,Add and Search Word,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
fc679878-6d45-4197-8df4-186407fcba90,Binary Search,True,1,True,2,True,1,True,True,4,signature rejected: Function signature does not match problem definition. Ensure your code defines the required function with the exact name and parameter order from the problem.,,
6c64f598-831e-42d4-9e9b-0fd7289a2da1,Binary Tree Level Order Traversal,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
e5181b55-47eb-482b-9ca8-bdce75bb5dd7,Binary Tree Maximum Path Sum,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
b0474bb7-34df-46d7-bd33-6e102c523dfd,Clone Graph,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
cadc1493-5d9a-4b6c-bd6d-14fabb93d2b0,Combination Sum,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
e691364f-fd4b-4185-8e20-5936a0f22e81,Count of Smaller Numbers After Self,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=1/2,status=wrong_answer passed=0/2,
939319be-d4a1-4468-897a-0fc80555deb2,Course Schedule,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=1/2,status=runtime_error passed=0/2,
2de68f6f-dcb1-4725-a601-00fe0d6bd4d2,Edit Distance,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
077b5028-8f44-4358-aa6a-214601df06e9,Evaluate Reverse Polish Notation,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
64e42f09-e4dc-4148-a0d1-d5eef5772e5f,Find First and Last Position of Element in Sorted Array,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
1517b668-acf0-4a2c-9b93-02056fc7e635,Find Median from Data Stream,True,1,True,2,True,1,True,True,4,signature rejected: Function signature does not match problem definition. Ensure your code defines the required function with the exact name and parameter order from the problem.,,
5e9dc216-d087-4f7a-abee-2ea59b484a0e,First Bad Version,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
7e529190-8fb1-43c1-a142-d38fb1461696,Generate Parentheses,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
2eabd6dd-4cc6-4d93-9b2a-05945ea1a3ad,Group Anagrams,True,1,True,2,True,1,True,True,4,status=runtime_error passed=1/2,,
19b6c742-a1e0-426e-87ef-2821f5e6ffa0,Implement Queue using Stacks,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
0b0b0991-a566-43b0-a3bd-b1b26aa989be,Implement Stack using Queues,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
1bec511a-7ffb-4769-a3e0-f6d0c44b0393,Implement Trie,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
5bc24bd3-20d7-40b4-a6dd-61f955222b39,Insert Interval,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
dcd45660-c6aa-4aeb-8d15-76b90a67712d,Invert Binary Tree,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
31b117c4-0bd0-4cbd-a7b1-2e372f92d4c0,K Closest Points to Origin,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
4ae3377b-aabc-44e7-8b23-987dd5dfb4c6,Kth Largest Element in an Array,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
6a60aa02-ea6c-41c2-a064-47d6731cc279,LRU Cache,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
9b214fef-bcda-440a-bedf-bd94b7c37059,Letter Combinations of a Phone Number,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
e936e8dd-832f-403a-888d-79b929fb07c6,Linked List Cycle,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
f0231f69-2164-4d48-b819-df5ee174f6bb,Longest Common Subsequence,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
78f6f2e5-d083-44f7-9c8d-8375587d4d4d,Longest Repeating Character Replacement,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
3f911a9a-cf8d-423a-91d3-4f3a8cb13d90,Lowest Common Ancestor of a BST,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
e9522157-c391-4ad7-8b7f-df80425f5324,Maximum Depth of Binary Tree,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
e1c7306b-658a-40b2-8927-6e8ac4fed947,Maximum Product of Word Lengths,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
f1b24dc1-6a8a-4c1b-aeee-0da5a79fdd62,Merge Intervals,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
2d007507-ed5e-4afc-800a-730304cdd13e,Merge k Sorted Lists,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
5c6cd77b-65a5-4cdf-85fa-3f2cd7faa67e,Min Stack,True,1,True,2,True,1,True,True,4,signature rejected: Function signature does not match problem definition. Ensure your code defines the required function with the exact name and parameter order from the problem.,status=wrong_answer passed=0/2,
f7cb6523-ffec-4868-a31e-95ac7d24f123,Minimum Path Sum,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
b01d74fb-9b9d-440c-88f8-020e31721716,Minimum Window Substring,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
72f91794-1503-46b9-ae26-0c481fad1bb5,Move Zeroes,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=1/2,status=wrong_answer passed=0/2,
3dee1118-34b6-477e-b3e6-f561678af14e,N-Queens,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
6c2ff960-e68c-48e3-b8a2-0354c77e4fc0,Next Permutation,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
1fc681ae-c727-4b96-a68c-dd5c46e82ec8,Number of Islands,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
b833a154-a409-41db-bf05-359eed2df012,Pacific Atlantic Water Flow,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
01a56862-487b-47e9-b9fa-e6da30a3904f,Partition to K Equal Sum Subsets,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
eab91e62-ed66-40ce-a631-d19aca6c4f3f,Pascal's Triangle,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
087d858d-59bd-4087-9c62-cdb006a7254a,Permutations,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
d72a7ccf-6740-4f21-ace6-9d494f2412f3,"Pow(x, n)",True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
26effef2-f295-499e-824b-0687a555958c,Remove Invalid Parentheses,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
2f2a4711-6748-4b9a-bbfd-d524f43f70a0,Remove Nth Node From End of List,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
93e09abc-59c4-44b9-a8e2-70f2bbdb1f07,Reorder List,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
d0c3ccab-5a80-4599-8f62-edec25110edc,Reverse String,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
e0b3ea3d-5cd1-4265-9069-ab4800b88a72,Rotate Array,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
d4ea3bab-39b2-4700-9741-e191ee47dc0b,Rotate Image,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
00cd43b0-7440-40ee-ba11-723117ac3367,Search a 2D Matrix,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
b8dacb07-81fe-49df-9e38-f5523180fee5,Search a 2D Matrix II,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
410e6e52-00d2-435a-9ae9-0c7ffa268640,Search in Rotated Sorted Array,True,1,True,2,True,1,True,True,4,signature rejected: Function signature does not match problem definition. Ensure your code defines the required function with the exact name and parameter order from the problem.,,
4d60fa32-bb3a-4715-901d-a0d46e9ba232,Serialize and Deserialize Binary Tree,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
cb67c56f-232d-4b64-a4a5-ea70592d0b70,Set Matrix Zeroes,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
88afc9ff-9b8f-4e50-b853-ff1f1249a8cb,Sort Colors,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=1/2,status=wrong_answer passed=0/2,
992f3d16-1971-4cc9-9379-45bf30e1b901,Spiral Matrix,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
06602a9a-66d2-409a-a4a2-f5098663aeed,Subsets,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
96c043a8-c272-4b13-b5eb-f7d00cf97ba7,Symmetric Tree,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
7e0233f9-54ce-4f2b-a307-d0d2123a760b,Target Sum,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
c2533f91-2c76-400e-a3ad-e083d58ec6ab,Top K Frequent Elements,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
a36a7f95-68c1-4d18-9046-dd4b2c233fbd,Word Break,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
ad08329a-1125-4a7e-8f8d-534cc5de7c89,Word Break II,True,1,True,2,True,1,True,True,4,status=wrong_answer passed=0/2,,
44e519f9-c6c4-49f3-91bc-d7bd33a763ea,Word Search II,True,1,True,2,True,1,True,True,4,status=runtime_error passed=0/2,,
b009e6d0-99e4-4bda-87a3-d740e3034186,3Sum,True,1,True,1,True,1,True,True,3,status=wrong_answer passed=1/2,,
19e4c547-1e8f-422d-bae4-f2656fdd98e3,Longest Consecutive Sequence,True,1,True,1,True,1,True,True,3,status=wrong_answer passed=1/2,,
a04ed0ca-0ad2-4245-8526-9dc4ba4f6eb7,Merge Two Sorted Lists,True,1,True,2,False,0,True,False,3,status=runtime_error passed=1/3,,
023e2725-3825-4be9-8a8b-dc37d5eb3676,Reverse Linked List,True,1,True,2,False,0,True,False,3,status=runtime_error passed=0/2,,
b297b283-9a3b-454b-b617-c64a3fb2cc52,Same Tree,True,1,True,2,False,0,True,False,3,status=runtime_error passed=0/2,,
a9a842ad-e473-4e8f-b809-c636f4bb4506,Sliding Window Maximum,True,1,True,1,True,1,True,True,3,status=runtime_error passed=0/2,status=wrong_answer passed=0/2,
cf13ce6b-904b-47e1-bd95-8c48e7f28088,Subarray Sum Equals K,True,1,True,2,False,0,True,False,3,status=runtime_error passed=0/2,,
9d142e89-1858-4133-95cc-19e05849edc7,Valid Parentheses,True,1,True,1,True,1,True,True,3,status=wrong_answer passed=2/3,status=compile_error passed=0/3,
93053423-0245-4ab5-b9b0-c754e7d08d47,Validate Binary Search Tree,True,1,True,2,False,0,True,False,3,status=runtime_error passed=0/2,,
69884a7b-d8b4-4c37-b04f-6f546dfc2e85,Trapping Rain Water,True,1,True,1,False,0,True,False,2,status=wrong_answer passed=0/2,,
4884dbca-b613-419e-997f-b61dd9db745f,Find the Duplicate Number,False,0,True,1,False,0,True,False,1,status=runtime_error passed=1/2,,
2d872e31-7502-48a7-b986-d6d144a29ea5,Longest Palindromic Substring,False,0,True,1,False,0,True,False,1,status=wrong_answer passed=1/2,,
373542d3-542c-4259-b370-3da39cef079c,Palindromic Substrings,False,0,False,0,True,1,True,False,1,status=wrong_answer passed=0/2,,
26a3bd18-5d62-4cc5-a5ed-85a4354bb023,Best Time to Buy and Sell Stock,False,0,False,0,False,0,False,False,0,,,
2dc7c0ec-fcf1-4683-966a-e00361ca7b38,Climbing Stairs,False,0,False,0,False,0,False,False,0,,,
d280ff47-9070-4b22-b88f-f5f8de5584d7,Coin Change,False,0,False,0,False,0,False,False,0,,,
3aa30c83-8537-48ac-81c4-177bb7ebcc7c,Container With Most Water,False,0,False,0,False,0,False,False,0,,,
60032ab9-6362-40eb-9828-edf9279c3d0f,Contains Duplicate,False,0,False,0,False,0,False,False,0,,,
1b05ab16-738b-4f3e-ad92-7e6ebd50560e,Continuous Subarray Sum,False,0,False,0,False,0,False,False,0,,,
624b0ddc-849b-4cf0-b309-6b29c8ccff71,Count Primes,False,0,False,0,False,0,False,False,0,,,
722cefbf-60ff-4e4b-b21b-40aaebb44f4f,Decode Ways,False,0,False,0,False,0,False,False,0,,,
01a180d9-f247-494e-b780-df83ce7d71cd,Find Minimum in Rotated Sorted Array,False,0,False,0,False,0,False,False,0,,,
2ec65e83-e819-4b81-842e-3e316c5f2187,Happy Number,False,0,False,0,False,0,False,False,0,,,
d60146a7-a752-4026-8242-48ff6e937023,House Robber,False,0,False,0,False,0,False,False,0,,,
5f906726-61a2-4883-89e4-aae4e3e0a11a,Isomorphic Strings,False,0,False,0,False,0,False,False,0,,,
1c53c334-9571-4c6e-bbf1-ba88af61de36,Jump Game,False,0,False,0,False,0,False,False,0,,,
f3b13d73-52c6-4348-829c-1b94105a6aee,Jump Game II,False,0,False,0,False,0,False,False,0,,,
52743329-18f4-4d2e-bc89-781e670c4692,Largest Rectangle in Histogram,False,0,False,0,False,0,False,False,0,,,
abf3a456-a8e9-44fe-bbae-8c69c36d553a,Longest Increasing Subsequence,False,0,False,0,False,0,False,False,0,,,
e161eeae-6ffa-4f35-91e1-7b7dd59d7859,Longest Substring Without Repeating Characters,False,0,False,0,False,0,False,False,0,,,
7d2ef76e-b192-4823-887f-fb2c6cd84320,Maximum Product Subarray,False,0,False,0,False,0,False,False,0,,,
4d783229-70c7-4c14-8f10-914be7dda4d4,Maximum Subarray,False,0,False,0,False,0,False,False,0,,,
090139fe-ef97-4a2d-ac11-9882ecb8ba53,Maximum XOR of Two Numbers in an Array,False,0,False,0,False,0,False,False,0,,,
193f540c-1148-4a40-b244-c83684a3b648,Missing Number,False,0,False,0,False,0,False,False,0,,,
74b77fe8-cee0-444d-8c52-bb94b0bb472c,N-Queens II,False,0,False,0,False,0,False,False,0,,,
abbf6b6f-1f8e-4d99-a7e9-46ada9680246,Number of 1 Bits,False,0,False,0,False,0,False,False,0,,,
85380c93-26cd-4904-aaa3-4ab84a8d3d8c,Partition Equal Subset Sum,False,0,False,0,False,0,False,False,0,,,
cad7c709-8ef6-40a0-9053-2e5ae3653c0f,Plus One,False,0,False,0,False,0,False,False,0,,,
7d8850be-798c-4251-a096-d3416e730ebc,Product of Array Except Self,False,0,False,0,False,0,False,False,0,,,
83cd256c-18f2-46e0-be5d-df4499765280,Remove Duplicates from Sorted Array,False,0,False,0,False,0,False,False,0,,,
14dd971f-cf3a-4064-8efb-1d72f493f4ef,Reverse Bits,False,0,False,0,False,0,False,False,0,,,
c1ba7ac2-daa7-4063-ad0f-f91e56935d6d,Reverse Words in a String,False,0,False,0,False,0,False,False,0,,,
584dfb30-ab96-4326-b5e5-138f21bf63c6,Search Insert Position,False,0,False,0,False,0,False,False,0,,,
bd514ba2-9ed6-4b54-8c38-f7ac38b7f058,Single Number,False,0,False,0,False,0,False,False,0,,,
5de31722-981f-4b7d-822f-94a17e9b6a7f,Sqrt(x),False,0,False,0,False,0,False,False,0,,,
e840ccc1-186a-4a8b-a99e-2ee7b08f620b,Squares of a Sorted Array,False,0,False,0,False,0,False,False,0,,,
b4a7e827-0f87-4483-b7b0-f3c58ecf7dfd,Two Sum,False,0,False,0,False,0,False,False,0,,,
77037ef0-dd09-4ba2-b5ad-d38120338ac0,Two Sum II - Input Array Is Sorted,False,0,False,0,False,0,False,False,0,,,
42d9839f-83b5-4592-9ab6-b882c35e3589,Unique Binary Search Trees,False,0,False,0,False,0,False,False,0,,,
84eb7d84-066a-4f2c-ac8d-f97a72680eb7,Unique Paths,False,0,False,0,False,0,False,False,0,,,
ef0abfa3-a1b6-452c-a786-3aab9639a5e7,Valid Anagram,False,0,False,0,False,0,False,False,0,,,
d07cb20d-e6e5-403e-ac81-b6f79864a235,Valid Palindrome,False,0,False,0,False,0,False,False,0,,,
